Season,Team,Player,Nationality,Role,Age,Presences,Gol,Assist,Penalty Goal,Penalty Attempt,Expected Goals,Expected Assists,Progressive Carries,Progressive Passes,Progressive Receptions,Goals per 90 minutes,Assists per 90 minutes,Expected Goals per 90 minutes,Expected Assists per 90 minutes
2324,Genoa,Emil Bohinen,NOR,Centrocampista,24,5,0,0,0,0,0.0,0.1,1,3,1,0.0,0.0,0.0,0.17
2324,Genoa,Filip Jagiełło,POL,Centrocampista,25,2,0,0,0,0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0
2324,Genoa,George Pușcaș,ROU,Attaccante,27,8,0,0,0,0,2.1,0.1,5,3,17,0.0,0.0,0.98,0.04
2324,Genoa,Giorgio Cittadini,ITA,Difensore,21,5,0,0,0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0
2324,Genoa,Johan Vásquez,MEX,Difensore,24,37,1,1,1,0,1.9,0.8,29,81,61,0.03,0.03,0.06,0.03
2324,Genoa,Josep Martinez,ESP,Portiere,25,36,0,0,0,0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0
2324,Genoa,Junior Messias,BRA,,32,18,1,0,1,0,1.6,1.3,35,29,75,0.09,0.0,0.14,0.11
2324,Genoa,Kevin Strootman,NED,Centrocampista,33,27,0,2,0,0,0.1,1.3,13,61,22,0.0,0.15,0.01,0.1
2324,Genoa,Koni De Winter,BEL,Difensore,21,29,0,1,0,0,0.8,1.0,21,76,15,0.0,0.04,0.03,0.04
2324,Genoa,Mateo Retegui,ITA,Attaccante,24,29,7,2,6,1,5.8,0.7,18,17,112,0.28,0.08,0.24,0.03
2324,Genoa,Mattia Bani,ITA,Difensore,29,27,2,0,2,0,1.2,0.1,5,37,4,0.08,0.0,0.05,0.0
2324,Genoa,Milan Badelj,CRO,Centrocampista,34,33,1,3,1,0,1.4,1.1,18,151,36,0.04,0.11,0.05,0.04
2324,Genoa,Morten Frendrup,DEN,Centrocampista,22,37,2,5,2,0,1.7,1.6,36,105,69,0.06,0.14,0.05,0.05
2324,Genoa,Morten Thorsby,NOR,Centrocampista,27,24,2,2,2,0,1.8,1.4,6,28,39,0.16,0.16,0.14,0.11
2324,Genoa,Nicola Leali,ITA,Portiere,30,3,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Genoa,Pablo Galdames Millán,CHI,,26,2,0,0,0,0,0.0,0.0,0,5,1,0.0,0.0,0.25,0.0
2324,Genoa,Radu Drăgușin,ROU,Difensore,21,19,2,1,2,0,1.0,0.8,6,29,13,0.11,0.05,0.05,0.04
2324,Genoa,Ridgeciano Haps,SUR,Difensore,30,16,0,1,0,0,0.1,0.7,13,13,42,0.0,0.12,0.01,0.08
2324,Genoa,Ruslan Malinovskyi,UKR,Centrocampista,30,28,4,1,4,0,1.1,0.6,24,83,31,0.23,0.06,0.06,0.03
2324,Genoa,Seydou Fini,ITA,,17,3,0,0,0,0,0.1,0.0,1,0,2,0.0,0.0,0.34,0.0
2324,Genoa,Silvan Hefti,SUI,,25,6,0,0,0,0,0.0,0.0,1,2,4,0.0,0.0,0.0,0.0
2324,Genoa,Stefano Sabelli,ITA,Difensore,30,32,0,1,0,0,0.8,1.9,69,88,101,0.0,0.04,0.03,0.07
2324,Genoa,Vitinha,POR,Attaccante,23,9,2,0,2,0,1.1,0.1,10,4,21,0.63,0.0,0.36,0.04
2324,Hellas Verona,Alphadjo Cissè,ITA,Attaccante,16,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Hellas Verona,Bruno Amione,ARG,Difensore,21,10,0,0,0,0,0.3,0.0,2,17,2,0.0,0.0,0.05,0.01
2324,Hellas Verona,Charlys,BRA,Centrocampista,19,2,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.15
2324,Hellas Verona,Cyril Ngonge,BEL,Attaccante,23,19,6,2,6,0,4.2,1.7,53,44,117,0.38,0.13,0.27,0.11
2324,Hellas Verona,Daniel Bandeira,POR,Centrocampista,23,14,0,0,0,0,0.1,0.2,9,34,8,0.0,0.0,0.01,0.04
2324,Hellas Verona,Darko Lazović,SRB,Attaccante,32,32,3,2,2,1,2.8,4.4,43,66,139,0.14,0.09,0.13,0.21
2324,Hellas Verona,Davide Faraoni,ITA,Difensore,31,11,0,1,0,0,0.4,0.4,13,28,31,0.0,0.15,0.06,0.05
2324,Hellas Verona,Diego Coppola,ITA,Difensore,19,24,2,0,2,0,1.2,0.2,1,40,0,0.11,0.0,0.07,0.01
2324,Hellas Verona,Elayis Tavsan,NED,,22,3,0,0,0,0,0.1,0.0,2,2,1,0.0,0.0,0.19,0.0
2324,Hellas Verona,Fabien Centonze,FRA,Difensore,27,10,0,1,0,0,0.0,1.0,16,14,21,0.0,0.13,0.0,0.14
2324,Hellas Verona,Federico Bonazzoli,ITA,Attaccante,26,24,3,1,3,0,2.9,1.1,13,26,73,0.27,0.09,0.25,0.1
2324,Hellas Verona,Filippo Terracciano,ITA,Difensore,20,18,0,1,0,0,0.3,1.0,26,51,28,0.0,0.07,0.02,0.07
2324,Hellas Verona,Giangiacomo Magnani,ITA,Difensore,27,33,0,0,0,0,0.5,0.2,15,79,10,0.0,0.0,0.02,0.01
2324,Hellas Verona,Isak Hien,SWE,Difensore,24,10,0,0,0,0,0.4,0.0,8,26,1,0.0,0.0,0.04,0.0
2324,Hellas Verona,Jackson Tchatchoua,CMR,Difensore,21,26,0,2,0,0,0.0,1.3,34,53,66,0.0,0.1,0.0,0.07
2324,Hellas Verona,Jordi Mboula,ESP,Attaccante,24,11,0,1,0,0,0.2,0.4,10,4,22,0.0,0.29,0.06,0.11
2324,Hellas Verona,Josh Doig,SCO,Difensore,21,12,0,0,0,0,0.2,0.3,23,15,22,0.0,0.0,0.02,0.04
2324,Hellas Verona,Juan Cruz,ARG,Attaccante,24,4,0,0,0,0,0.0,0.1,3,4,4,0.0,0.0,0.03,0.09
2324,Hellas Verona,Juan David Cabal,COL,Difensore,22,22,0,0,0,0,0.5,0.4,26,70,48,0.0,0.0,0.03,0.03
2324,Hellas Verona,Karol Świderski,POL,Attaccante,26,15,2,0,2,0,1.7,0.4,3,13,19,0.36,0.0,0.31,0.08
2324,Hellas Verona,Lorenzo Montipò,ITA,Portiere,27,37,0,1,0,0,0.0,0.0,0,0,0,0.0,0.03,0.0,0.0
2324,Hellas Verona,Martin Hongla,CMR,Centrocampista,25,15,0,0,0,0,0.1,0.3,6,57,6,0.0,0.0,0.01,0.02
2324,Hellas Verona,Michael Folorunsho,ITA,,25,34,5,1,5,0,4.0,1.4,56,54,110,0.16,0.03,0.13,0.04
2324,Hellas Verona,Milan Đurić,BIH,Attaccante,33,20,5,1,4,1,4.5,1.2,3,15,33,0.37,0.07,0.34,0.09
2324,Hellas Verona,Ondrej Duda,SVK,Centrocampista,28,32,1,4,1,0,2.2,3.3,34,117,47,0.04,0.15,0.08,0.12
2324,Hellas Verona,Paweł Dawidowicz,POL,Difensore,28,28,0,0,0,0,0.5,0.0,11,89,5,0.0,0.0,0.02,0.0
2324,Hellas Verona,Reda Belahyane,FRA,Centrocampista,19,2,0,0,0,0,0.0,0.0,1,4,2,0.0,0.0,0.03,0.0
2324,Hellas Verona,Riccardo Saponara,ITA,Attaccante,31,12,0,0,0,0,0.1,0.2,12,14,32,0.0,0.0,0.03,0.04
2324,Hellas Verona,Rúben Vinagre,POR,,24,12,0,0,0,0,0.0,0.3,6,8,13,0.0,0.0,0.01,0.08
2324,Hellas Verona,Simone Perilli,ITA,Portiere,28,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Hellas Verona,Stefan Mitrović,SRB,Attaccante,20,10,0,0,0,0,0.4,0.1,13,15,24,0.0,0.0,0.1,0.02
2324,Hellas Verona,Suat Serdar,GER,Centrocampista,26,25,0,2,0,0,1.0,1.4,20,68,36,0.0,0.11,0.05,0.07
2324,Hellas Verona,Thomas Henry,FRA,Attaccante,28,18,3,0,3,0,3.3,0.0,2,3,20,0.81,0.0,0.88,0.01
2324,Hellas Verona,Tijjani Noslin,NED,Attaccante,24,17,5,4,5,0,3.6,2.2,29,26,94,0.34,0.27,0.24,0.14
2324,Hellas Verona,Tomáš Suslov,SVK,,21,32,3,5,2,1,3.5,3.6,46,64,74,0.13,0.22,0.15,0.15
2324,Hellas Verona,Yayah Kallon,SLE,Attaccante,22,1,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0
2324,Inter,Alessandro Bastoni,ITA,Difensore,24,28,1,3,1,0,1.2,3.4,63,142,77,0.04,0.12,0.05,0.13
2324,Inter,Alexis Sánchez,CHI,Attaccante,34,23,2,5,1,1,3.2,3.1,16,53,58,0.24,0.59,0.38,0.37
2324,Inter,Benjamin Pavard,FRA,Difensore,27,23,0,2,0,0,0.7,1.4,25,89,47,0.0,0.11,0.04,0.07
2324,Inter,Carlos Augusto,BRA,Difensore,24,37,0,3,0,0,1.0,2.8,42,54,88,0.0,0.16,0.05,0.15
2324,Inter,Davide Frattesi,ITA,Centrocampista,23,32,6,3,6,0,7.1,1.9,27,37,40,0.57,0.28,0.67,0.18
2324,Inter,Davy Klaassen,NED,Centrocampista,30,13,0,0,0,0,0.1,0.2,1,7,5,0.0,0.0,0.04,0.09
2324,Inter,Denzel Dumfries,NED,Difensore,27,31,4,4,4,0,2.3,4.9,50,51,147,0.22,0.22,0.12,0.27
2324,Inter,Ebenezer Akinsanmiro,NGA,Centrocampista,18,1,0,0,0,0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.23
2324,Inter,Emil Audero,ITA,Portiere,26,4,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Inter,Federico Dimarco,ITA,Difensore,25,30,5,6,5,0,2.9,8.5,51,100,198,0.22,0.26,0.13,0.37
2324,Inter,Francesco Acerbi,ITA,Difensore,35,29,3,1,3,0,1.6,1.8,21,87,24,0.11,0.04,0.06,0.07
2324,Inter,Hakan Çalhanoğlu,TUR,Centrocampista,29,32,13,3,3,10,10.1,4.7,45,186,34,0.46,0.11,0.36,0.17
2324,Inter,Henrikh Mkhitaryan,ARM,Centrocampista,34,36,2,8,2,0,3.6,4.5,92,192,127,0.06,0.26,0.12,0.15
2324,Inter,Juan Cuadrado,COL,Difensore,35,10,0,2,0,0,0.2,1.6,17,11,35,0.0,0.67,0.06,0.52
2324,Inter,Kristjan Asllani,ALB,Centrocampista,21,23,1,2,1,0,0.6,1.1,5,32,8,0.11,0.23,0.07,0.12
2324,Inter,Lautaro Martínez,ARG,Attaccante,25,33,24,3,22,2,17.6,3.6,54,80,172,0.81,0.1,0.6,0.12
2324,Inter,Lucien Agoume,FRA,Centrocampista,21,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Inter,Marcus Thuram,FRA,Attaccante,25,35,13,7,13,0,14.3,3.7,68,47,192,0.44,0.23,0.48,0.12
2324,Inter,Marko Arnautović,AUT,Attaccante,34,27,5,3,5,0,5.0,2.6,12,20,77,0.56,0.34,0.56,0.29
2324,Inter,Matteo Darmian,ITA,Difensore,33,33,2,1,2,0,1.2,1.8,18,72,82,0.07,0.04,0.04,0.07
2324,Inter,Nicolò Barella,ITA,Centrocampista,26,37,2,3,2,0,5.1,3.4,68,278,144,0.06,0.09,0.16,0.11
2324,Inter,Raffaele Di Gennaro,ITA,Portiere,29,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Inter,Stefan de Vrij,NED,Difensore,31,25,1,0,1,0,0.6,0.3,6,43,2,0.06,0.0,0.03,0.02
2324,Inter,Stefano Sensi,ITA,Centrocampista,27,4,0,1,0,0,0.1,0.1,3,3,4,0.0,1.96,0.16,0.25
2324,Inter,Tajon Buchanan,CAN,Difensore,24,10,1,0,1,0,0.2,0.3,12,4,22,0.56,0.0,0.11,0.18
2324,Inter,Yann Aurel Bisseck,GER,Difensore,22,16,2,0,2,0,0.9,0.5,24,30,20,0.2,0.0,0.09,0.05
2324,Inter,Yann Sommer,SUI,Portiere,34,34,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Juventus,Adrien Rabiot,FRA,Centrocampista,28,31,5,3,5,0,3.5,4.1,72,120,106,0.17,0.1,0.12,0.14
2324,Juventus,Alex Sandro,BRA,Difensore,32,16,1,0,1,0,0.4,0.9,16,43,9,0.12,0.0,0.05,0.11
2324,Juventus,Andrea Cambiaso,ITA,,23,34,2,3,2,0,2.2,3.9,87,71,172,0.08,0.11,0.08,0.15
2324,Juventus,Arkadiusz Milik,POL,Attaccante,29,32,4,1,4,0,5.1,2.6,12,22,49,0.39,0.1,0.5,0.26
2324,Juventus,Carlo Pinsoglio,ITA,Portiere,33,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Juventus,Carlos Alcaraz,ARG,Centrocampista,20,10,0,1,0,0,0.4,0.1,6,27,9,0.0,0.24,0.09,0.03
2324,Juventus,Daniele Rugani,ITA,Difensore,29,17,2,0,2,0,1.6,0.4,2,46,2,0.15,0.0,0.12,0.03
2324,Juventus,Danilo,BRA,Difensore,32,29,1,1,1,0,1.3,0.9,18,161,21,0.04,0.04,0.05,0.03
2324,Juventus,Dean Huijsen,ESP,Difensore,18,1,0,0,0,0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0
2324,Juventus,Dušan Vlahović,SRB,Attaccante,23,33,16,4,14,2,16.6,2.3,36,46,174,0.62,0.16,0.65,0.09
2324,Juventus,Fabio Miretti,ITA,Centrocampista,19,25,1,1,1,0,1.2,1.1,22,43,62,0.08,0.08,0.1,0.09
2324,Juventus,Federico Chiesa,ITA,Attaccante,25,33,9,2,8,1,6.4,6.2,111,70,216,0.37,0.08,0.26,0.25
2324,Juventus,Federico Gatti,ITA,Difensore,25,32,4,0,4,0,5.5,1.5,52,122,43,0.14,0.0,0.19,0.05
2324,Juventus,Filip Kostić,SRB,Difensore,30,29,0,4,0,0,0.7,5.4,64,88,95,0.0,0.2,0.03,0.27
2324,Juventus,Gleison Bremer,BRA,Difensore,26,36,3,0,3,0,1.4,0.4,7,120,4,0.08,0.0,0.04,0.01
2324,Juventus,Hans Nicolussi Caviglia,ITA,Centrocampista,23,8,0,1,0,0,0.1,0.6,0,14,2,0.0,0.34,0.04,0.2
2324,Juventus,Joseph Nonge,BEL,Centrocampista,18,2,0,0,0,0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0
2324,Juventus,Kenan Yıldız,TUR,Attaccante,18,27,2,0,2,0,1.6,1.1,32,40,73,0.19,0.0,0.15,0.1
2324,Juventus,Leonardo Cerri,ITA,Difensore,20,1,0,0,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0
2324,Juventus,Manuel Locatelli,ITA,Centrocampista,25,36,1,4,1,0,1.3,1.4,21,232,26,0.03,0.12,0.04,0.04
2324,Juventus,Mattia De Sciglio,ITA,Difensore,30,1,0,0,0,0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0
2324,Juventus,Mattia Perin,ITA,Portiere,30,3,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Juventus,Moise Kean,ITA,Attaccante,23,19,0,0,0,0,2.1,0.7,12,6,38,0.0,0.0,0.28,0.1
2324,Juventus,Nicolò Fagioli,ITA,Centrocampista,22,8,0,2,0,0,0.4,0.7,8,23,15,0.0,0.41,0.08,0.15
2324,Juventus,Nikola Sekulov,ITA,Attaccante,21,1,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0
2324,Juventus,Paul Pogba,FRA,Centrocampista,30,2,0,0,0,0,0.0,0.0,1,5,5,0.0,0.0,0.0,0.02
2324,Juventus,Samuel Iling-Junior,ENG,,19,24,1,2,1,0,0.7,1.3,29,25,64,0.11,0.22,0.08,0.14
2324,Juventus,Tiago Djaló,POR,Difensore,23,1,0,0,0,0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0
2324,Juventus,Timothy Weah,USA,,23,30,0,1,0,0,1.5,1.1,35,48,84,0.0,0.07,0.11,0.08
2324,Juventus,Weston McKennie,USA,,24,34,0,7,0,0,3.0,3.9,64,92,176,0.0,0.24,0.1,0.13
2324,Juventus,Wojciech Szczęsny,POL,Portiere,33,35,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Lazio,Adam Marušić,MNE,Difensore,30,37,1,0,1,0,0.4,0.8,35,118,108,0.03,0.0,0.01,0.02
2324,Lazio,Alessio Romagnoli,ITA,Difensore,28,29,0,0,0,0,0.6,0.6,7,87,2,0.0,0.0,0.02,0.02
2324,Lazio,Christos Mandas,GRE,Portiere,21,9,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Lazio,Ciro Immobile,ITA,Attaccante,33,31,7,1,3,4,9.7,2.1,19,39,123,0.38,0.05,0.53,0.11
2324,Lazio,Daichi Kamada,JPN,Centrocampista,26,29,2,2,2,0,1.8,2.8,40,96,78,0.12,0.12,0.11,0.16
2324,Lazio,Danilo Cataldi,ITA,Centrocampista,28,28,1,0,1,0,0.4,0.8,9,69,7,0.07,0.0,0.02,0.05
2324,Lazio,Elseid Hysaj,ALB,Difensore,29,22,0,0,0,0,0.2,0.4,27,51,41,0.0,0.0,0.02,0.03
2324,Lazio,Felipe Anderson,BRA,Attaccante,30,38,5,6,5,0,4.4,6.3,108,126,226,0.16,0.19,0.14,0.21
2324,Lazio,Gustav Isaksen,DEN,Attaccante,22,28,3,1,3,0,1.6,2.6,36,21,95,0.25,0.08,0.13,0.22
2324,Lazio,Ivan Provedel,ITA,Portiere,29,30,0,0,0,0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0
2324,Lazio,Luca Pellegrini,ITA,Difensore,24,19,1,0,1,0,0.2,0.3,18,46,30,0.11,0.0,0.03,0.03
2324,Lazio,Luis Alberto,ESP,Centrocampista,30,33,5,7,5,0,4.7,4.7,83,212,124,0.19,0.27,0.18,0.18
2324,Lazio,Manuel Lazzari,ITA,Difensore,29,24,0,2,0,0,1.0,1.3,73,62,104,0.0,0.11,0.06,0.07
2324,Lazio,Mario Gila,ESP,Difensore,22,21,0,0,0,0,0.5,0.5,21,93,12,0.0,0.0,0.03,0.02
2324,Lazio,Mattia Zaccagni,ITA,Attaccante,28,28,6,1,6,0,4.7,2.9,88,55,209,0.28,0.05,0.22,0.13
2324,Lazio,Mattéo Guendouzi,FRA,Centrocampista,24,33,2,3,2,0,1.6,2.3,46,119,79,0.08,0.11,0.06,0.09
2324,Lazio,Matías Vecino,URU,Centrocampista,31,31,6,1,6,0,3.7,0.4,16,74,43,0.47,0.08,0.29,0.03
2324,Lazio,Nicolò Casale,ITA,Difensore,25,20,0,0,0,0,0.9,0.0,20,49,4,0.0,0.0,0.05,0.0
2324,Lazio,Nicolò Rovella,ITA,Centrocampista,21,23,0,2,0,0,0.6,0.5,21,56,11,0.0,0.14,0.04,0.03
2324,Lazio,Patric,ESP,Difensore,30,20,2,0,2,0,1.4,0.2,3,72,12,0.11,0.0,0.08,0.01
2324,Lazio,Pedro,ESP,Attaccante,36,33,1,1,1,0,1.5,2.1,31,33,81,0.11,0.11,0.17,0.23
2324,Lazio,Valentín Castellanos,ARG,Attaccante,24,35,4,3,4,0,7.3,1.7,15,47,132,0.21,0.16,0.39,0.09
2324,Lecce,Ahmed Touba,ALG,Difensore,25,6,0,0,0,0,0.0,0.0,0,2,1,0.0,0.0,0.01,0.0
2324,Lecce,Alexis Blin,FRA,Centrocampista,26,31,0,2,0,0,1.1,0.7,7,60,11,0.0,0.11,0.06,0.04
2324,Lecce,Antonino Gallo,ITA,Difensore,23,35,0,3,0,0,0.5,4.5,69,125,101,0.0,0.11,0.02,0.16
2324,Lecce,Federico Baschirotto,ITA,Difensore,26,37,0,1,0,0,1.7,0.7,28,96,3,0.0,0.03,0.05,0.02
2324,Lecce,Federico Di Francesco,ITA,Attaccante,29,2,1,0,1,0,0.1,0.0,1,1,3,6.0,0.0,0.53,0.0
2324,Lecce,Gabriel Strefezza,BRA,Attaccante,26,19,1,0,0,1,2.5,1.2,34,54,81,0.08,0.0,0.2,0.09
2324,Lecce,Hamza Rafia,TUN,Centrocampista,24,28,1,0,1,0,0.8,0.8,15,46,37,0.07,0.0,0.06,0.06
2324,Lecce,Jeppe Corfitzen,DEN,Attaccante,18,1,0,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0
2324,Lecce,Joan Gonzàlez,ESP,Centrocampista,21,29,1,1,1,0,1.2,1.0,25,49,41,0.07,0.07,0.08,0.07
2324,Lecce,Lameck Banda,ZAM,Attaccante,22,21,2,4,2,0,3.6,1.9,70,22,136,0.13,0.27,0.24,0.13
2324,Lecce,Lorenzo Venuti,ITA,Difensore,28,14,0,0,0,0,0.1,0.3,7,16,15,0.0,0.0,0.02,0.07
2324,Lecce,Marcin Listkowski,POL,Attaccante,25,1,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.47,0.0
2324,Lecce,Marin Pongračić,CRO,Difensore,25,36,0,0,0,0,1.2,0.4,45,134,7,0.0,0.0,0.03,0.01
2324,Lecce,Medon Berisha,ALB,Attaccante,19,6,0,0,0,0,0.2,0.2,3,7,3,0.0,0.0,0.07,0.11
2324,Lecce,Mohamed Kaba,FRA,Centrocampista,21,23,0,0,0,0,1.2,0.9,14,60,32,0.0,0.0,0.08,0.06
2324,Lecce,Nicola Sansone,ITA,Attaccante,31,25,2,2,2,0,2.8,1.3,15,36,75,0.23,0.23,0.33,0.15
2324,Lecce,Nikola Krstović,MNE,Attaccante,23,35,7,1,6,1,11.6,3.0,32,52,126,0.27,0.04,0.44,0.11
2324,Lecce,Patrick Dorgu,DEN,,18,32,2,0,2,0,2.0,1.6,37,49,86,0.12,0.0,0.11,0.09
2324,Lecce,Pontus Almqvist,SWE,Attaccante,24,30,2,1,2,0,2.3,2.7,72,32,137,0.09,0.04,0.1,0.12
2324,Lecce,Rareș-Cătălin Burnete,ROU,Attaccante,19,1,0,1,0,0,0.0,0.1,0,0,2,0.0,11.25,0.0,0.71
2324,Lecce,Remi Oudin,FRA,,26,31,3,2,3,0,1.8,5.7,19,79,82,0.15,0.1,0.09,0.28
2324,Lecce,Roberto Piccoli,ITA,Attaccante,22,35,5,0,4,1,6.4,0.9,25,19,72,0.33,0.0,0.42,0.06
2324,Lecce,Santiago Pierotti,ARG,,22,11,0,2,0,0,0.5,1.0,4,5,20,0.0,0.9,0.22,0.47
2324,Lecce,Valentin Gendrey,FRA,Difensore,23,37,2,3,2,0,1.6,1.6,76,116,86,0.06,0.09,0.05,0.05
2324,Lecce,Wladimiro Falcone,ITA,Portiere,28,38,0,0,0,0,0.0,0.2,0,1,0,0.0,0.0,0.0,0.0
2324,Lecce,Ylber Ramadani,ALB,Centrocampista,27,34,1,0,1,0,1.0,0.5,36,121,14,0.03,0.0,0.03,0.02
2324,Milan,Alejandro Jiménez,ESP,Difensore,18,3,0,0,0,0,0.0,0.1,2,2,3,0.0,0.0,0.0,0.07
2324,Milan,Alessandro Florenzi,ITA,Difensore,32,31,1,4,1,0,1.7,3.4,29,106,50,0.05,0.21,0.09,0.18
2324,Milan,Antonio Mirante,ITA,Portiere,40,2,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Milan,Chaka Traorè,CIV,Attaccante,18,2,1,0,1,0,0.1,0.0,2,0,2,4.5,0.0,0.35,0.0
2324,Milan,Christian Pulisic,USA,Attaccante,24,36,12,8,12,0,8.0,4.8,131,87,293,0.42,0.28,0.28,0.16
2324,Milan,Davide Bartesaghi,ITA,,17,6,0,0,0,0,0.0,0.0,1,3,4,0.0,0.0,0.0,0.0
2324,Milan,Davide Calabria,ITA,Difensore,26,29,1,3,1,0,1.3,1.2,31,140,66,0.04,0.12,0.05,0.05
2324,Milan,Fikayo Tomori,ENG,Difensore,25,26,4,0,4,0,3.7,0.2,16,63,2,0.17,0.0,0.16,0.01
2324,Milan,Filippo Terracciano,ITA,,20,3,0,0,0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0
2324,Milan,Francesco Camarda,ITA,Attaccante,15,2,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0
2324,Milan,Ismaël Bennacer,ALG,Centrocampista,25,20,2,2,1,1,1.7,2.5,24,68,33,0.16,0.16,0.13,0.19
2324,Milan,Jan-Carlo Simic,SRB,Difensore,18,4,1,0,1,0,0.6,0.0,0,6,0,0.62,0.0,0.38,0.0
2324,Milan,Kevin Zeroli,ITA,Centrocampista,18,3,0,0,0,0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0
2324,Milan,Lapo Nava,ITA,Portiere,19,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Milan,Luka Jović,SRB,Attaccante,25,23,6,1,6,0,4.9,0.8,6,22,47,0.62,0.1,0.5,0.09
2324,Milan,Luka Romero,ARG,Attaccante,18,4,0,0,0,0,0.1,0.0,4,3,7,0.0,0.0,0.09,0.0
2324,Milan,Malick Thiaw,GER,Difensore,21,21,0,1,0,0,0.6,0.1,15,70,1,0.0,0.06,0.03,0.01
2324,Milan,Marco Pellegrino,,Difensore,,1,0,0,0,0,0.0,0.0,1,3,0,0.0,0.0,0.03,0.0
2324,Milan,Marco Sportiello,ITA,Portiere,31,7,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Milan,Matteo Gabbia,ITA,Difensore,23,18,2,1,2,0,1.6,0.3,11,42,2,0.14,0.07,0.11,0.02
2324,Milan,Mattia Caldara,ITA,Difensore,29,1,0,0,0,0,0.2,0.0,0,2,0,0.0,0.0,0.58,0.0
2324,Milan,Mike Maignan,FRA,Portiere,28,29,0,1,0,0,0.0,0.3,0,0,0,0.0,0.03,0.0,0.01
2324,Milan,Noah Okafor,SUI,Attaccante,23,28,6,2,6,0,3.8,1.2,29,15,66,0.61,0.2,0.38,0.12
2324,Milan,Olivier Giroud,FRA,Attaccante,36,35,15,8,11,4,14.2,4.7,9,28,95,0.57,0.3,0.54,0.18
2324,Milan,Pierre Kalulu,FRA,Difensore,23,9,0,0,0,0,0.1,0.1,6,19,11,0.0,0.0,0.01,0.02
2324,Milan,Rade Krunić,BIH,Centrocampista,29,10,0,0,0,0,0.1,0.5,5,24,3,0.0,0.0,0.02,0.07
2324,Milan,Rafael Leão,POR,Attaccante,24,34,9,9,9,0,10.0,9.1,160,117,293,0.32,0.32,0.36,0.32
2324,Milan,Ruben Loftus-Cheek,ENG,Centrocampista,27,29,6,1,6,0,3.7,2.4,73,74,113,0.26,0.04,0.16,0.1
2324,Milan,Samuel Chukwueze,NGA,Attaccante,24,24,1,3,1,0,1.7,2.3,52,51,135,0.09,0.27,0.15,0.2
2324,Milan,Simon Kjær,DEN,Difensore,34,20,0,1,0,0,0.5,0.8,4,52,0,0.0,0.08,0.04,0.06
2324,Milan,Theo Hernández,FRA,Difensore,25,32,5,4,4,1,4.9,4.3,115,166,124,0.16,0.13,0.16,0.14
2324,Milan,Tijjani Reijnders,NED,Centrocampista,25,36,3,3,3,0,3.2,3.7,88,204,90,0.1,0.1,0.1,0.12
2324,Milan,Tommaso Pobega,ITA,Centrocampista,24,11,0,0,0,0,0.2,0.2,6,11,10,0.0,0.0,0.06,0.06
2324,Milan,Yacine Adli,FRA,Centrocampista,23,24,1,2,1,0,0.3,2.2,30,125,26,0.06,0.13,0.02,0.14
2324,Milan,Yunus Musah,USA,,20,30,0,2,0,0,0.6,1.2,48,64,77,0.0,0.12,0.04,0.08
2324,Monza,Alessandro Sorrentino,ITA,Portiere,21,7,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
