Season,Team,Player,Nationality,Role,Age,Presences,Gol,Assist,Penalty Goal,Penalty Attempt,Expected Goals,Expected Assists,Progressive Carries,Progressive Passes,Progressive Receptions,Goals per 90 minutes,Assists per 90 minutes,Expected Goals per 90 minutes,Expected Assists per 90 minutes
2223,Inter,Lautaro Martínez,ARG,Attaccante,24,38,21,6,20,1,18.1,5.4,49,83,172,0.73,0.21,0.63,0.19
2223,Inter,Marcelo Brozović,CRO,Centrocampista,29,28,3,5,3,0,2.5,2.8,29,114,35,0.15,0.25,0.13,0.14
2223,Inter,Matteo Darmian,ITA,Difensore,32,31,1,2,1,0,1.0,1.9,22,88,96,0.04,0.09,0.04,0.09
2223,Inter,Mattia Zanotti,ITA,Difensore,19,2,0,0,0,0,0.0,0.1,1,1,2,0.0,0.0,0.0,0.23
2223,Inter,Milan Škriniar,SVK,Difensore,27,21,0,0,0,0,0.8,0.3,16,81,10,0.0,0.0,0.04,0.01
2223,Inter,Nicolò Barella,ITA,Centrocampista,25,35,6,6,6,0,3.2,5.6,76,214,162,0.21,0.21,0.11,0.19
2223,Inter,Raoul Bellanova,ITA,Difensore,22,18,0,0,0,0,0.6,0.4,25,12,37,0.0,0.0,0.12,0.07
2223,Inter,Roberto Gagliardini,ITA,Centrocampista,28,19,0,0,0,0,0.9,0.3,20,39,22,0.0,0.0,0.1,0.03
2223,Inter,Robin Gosens,GER,Difensore,28,32,3,0,3,0,3.0,2.4,29,41,102,0.23,0.0,0.23,0.18
2223,Inter,Romelu Lukaku,BEL,Attaccante,29,25,10,6,8,2,9.0,4.1,34,41,159,0.54,0.33,0.49,0.22
2223,Inter,Samir Handanović,SVN,Portiere,38,14,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Inter,Stefan de Vrij,NED,Difensore,30,27,1,0,1,0,2.2,0.2,13,55,0,0.05,0.0,0.1,0.01
2223,Inter,Valentin Carboni,ARG,,17,5,0,0,0,0,0.0,0.0,2,1,3,0.0,0.0,0.0,0.09
2223,Juventus,Adrien Rabiot,FRA,Centrocampista,27,32,8,4,8,0,6.2,2.3,72,133,109,0.26,0.13,0.2,0.08
2223,Juventus,Alex Sandro,BRA,Difensore,31,25,0,1,0,0,0.2,0.9,51,97,25,0.0,0.05,0.01,0.05
2223,Juventus,Arkadiusz Milik,POL,Attaccante,28,27,7,1,7,0,6.5,2.1,10,34,85,0.4,0.06,0.37,0.12
2223,Juventus,Daniele Rugani,ITA,Difensore,28,9,0,0,0,0,0.5,0.0,2,5,0,0.0,0.0,0.07,0.0
2223,Juventus,Danilo,BRA,Difensore,31,37,3,3,3,0,2.8,2.4,39,176,43,0.08,0.08,0.08,0.07
2223,Juventus,Denis Zakaria,SUI,Centrocampista,25,2,0,0,0,0,0.0,0.0,2,3,3,0.0,0.0,0.0,0.0
2223,Juventus,Dušan Vlahović,SRB,Attaccante,22,27,10,2,8,2,9.7,2.4,22,40,117,0.47,0.09,0.45,0.11
2223,Juventus,Enzo Barrenechea,ARG,Centrocampista,21,3,0,0,0,0,0.1,0.0,1,5,2,0.0,0.0,0.04,0.01
2223,Juventus,Fabio Miretti,ITA,,18,27,0,2,0,0,2.4,1.3,33,60,85,0.0,0.15,0.18,0.1
2223,Juventus,Federico Chiesa,ITA,,24,21,2,5,2,0,1.5,2.6,46,34,88,0.21,0.53,0.15,0.27
2223,Juventus,Federico Gatti,ITA,Difensore,24,18,0,0,0,0,0.6,1.5,18,56,13,0.0,0.0,0.03,0.09
2223,Juventus,Filip Kostić,SRB,,29,37,3,8,3,0,2.4,7.1,101,78,230,0.11,0.28,0.08,0.25
2223,Juventus,Gleison Bremer,BRA,Difensore,25,30,4,1,4,0,4.9,1.7,8,54,4,0.14,0.03,0.17,0.06
2223,Juventus,Juan Cuadrado,COL,,34,31,1,3,1,0,1.4,2.7,48,92,125,0.04,0.13,0.06,0.12
2223,Juventus,Leandro Paredes,ARG,Centrocampista,28,25,1,0,1,0,0.6,1.9,11,72,11,0.09,0.0,0.06,0.18
2223,Juventus,Leonardo Bonucci,ITA,Difensore,35,16,1,0,1,0,1.1,0.2,2,28,1,0.1,0.0,0.11,0.02
2223,Juventus,Manuel Locatelli,ITA,Centrocampista,24,32,0,2,0,0,1.5,1.8,25,134,37,0.0,0.07,0.05,0.07
2223,Juventus,Mattia De Sciglio,ITA,Difensore,29,17,0,0,0,0,0.1,0.5,16,50,40,0.0,0.0,0.01,0.04
2223,Juventus,Mattia Perin,ITA,Portiere,29,11,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0
2223,Juventus,Matìas Soulé,ARG,,19,13,1,0,1,0,1.5,0.8,12,15,33,0.21,0.0,0.33,0.18
2223,Juventus,Moise Kean,ITA,Attaccante,22,28,6,0,6,0,6.3,1.1,30,13,76,0.54,0.0,0.57,0.1
2223,Juventus,Nicolò Fagioli,ITA,Centrocampista,21,26,3,3,3,0,1.5,1.3,27,56,56,0.18,0.18,0.09,0.08
2223,Juventus,Nicolò Rovella,ITA,Centrocampista,20,3,0,0,0,0,0.1,0.0,1,1,2,0.0,0.0,0.3,0.0
2223,Juventus,Paul Pogba,FRA,,29,6,0,0,0,0,0.3,0.2,5,4,15,0.0,0.0,0.27,0.2
2223,Juventus,Samuel Iling-Junior,ENG,,18,12,1,1,1,0,0.7,0.2,11,18,36,0.28,0.28,0.21,0.07
2223,Juventus,Tommaso Barbieri,ITA,Difensore,19,3,0,0,0,0,0.0,0.0,5,0,4,0.0,0.0,0.0,0.0
2223,Juventus,Weston McKennie,USA,,23,15,1,1,1,0,0.9,0.7,19,39,54,0.09,0.09,0.08,0.06
2223,Juventus,Wojciech Szczęsny,POL,Portiere,32,28,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Juventus,Ángel Di María,ARG,Attaccante,34,26,4,4,3,1,3.1,4.5,56,96,95,0.26,0.26,0.2,0.29
2223,Lazio,Adam Marušić,MNE,Difensore,29,33,0,2,0,0,0.7,1.1,38,116,43,0.0,0.07,0.02,0.03
2223,Lazio,Alessio Romagnoli,ITA,Difensore,27,34,2,0,2,0,1.4,0.1,3,62,3,0.06,0.0,0.04,0.0
2223,Lazio,Ciro Immobile,ITA,Attaccante,32,31,12,5,8,4,14.2,1.9,40,43,174,0.49,0.2,0.57,0.08
2223,Lazio,Danilo Cataldi,ITA,Centrocampista,27,29,0,1,0,0,0.2,1.1,8,83,14,0.0,0.05,0.01,0.05
2223,Lazio,Elseid Hysaj,ALB,Difensore,28,34,1,1,1,0,0.2,1.1,36,103,60,0.05,0.05,0.01,0.05
2223,Lazio,Felipe Anderson,BRA,Attaccante,29,38,9,2,9,0,6.0,4.8,83,114,224,0.27,0.06,0.18,0.15
2223,Lazio,Ivan Provedel,ITA,Portiere,28,38,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Lazio,Luca Pellegrini,ITA,Difensore,23,7,0,0,0,0,0.1,0.2,7,9,11,0.0,0.0,0.04,0.11
2223,Lazio,Luis Alberto,ESP,Centrocampista,29,35,6,7,5,1,4.4,7.0,73,248,94,0.22,0.26,0.16,0.26
2223,Lazio,Luka Romero,ARG,Attaccante,17,6,1,0,1,0,0.9,0.1,4,4,21,0.6,0.0,0.52,0.04
2223,Lazio,Luís Maximiano,POR,Portiere,23,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Lazio,Manuel Lazzari,ITA,Difensore,28,28,0,0,0,0,0.3,0.7,98,64,74,0.0,0.0,0.02,0.03
2223,Lazio,Marco Bertini,ITA,Centrocampista,19,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Lazio,Marcos Antônio,BRA,Centrocampista,22,16,1,1,1,0,1.2,0.3,1,25,8,0.15,0.15,0.18,0.04
2223,Lazio,Mario Gila,ESP,Difensore,21,4,0,0,0,0,0.0,0.0,1,6,2,0.0,0.0,0.0,0.0
2223,Lazio,Matteo Cancellieri,ITA,Attaccante,20,20,0,0,0,0,0.4,0.4,15,2,33,0.0,0.0,0.14,0.14
2223,Lazio,Mattia Zaccagni,ITA,Attaccante,27,35,10,6,9,1,6.7,4.5,118,76,282,0.32,0.19,0.22,0.15
2223,Lazio,Matías Vecino,URU,Centrocampista,30,32,2,0,2,0,2.5,0.5,22,88,17,0.11,0.0,0.13,0.03
2223,Lazio,Nicolò Casale,ITA,Difensore,24,29,1,1,1,0,0.6,0.3,11,70,3,0.04,0.04,0.02,0.01
2223,Lazio,Patric,ESP,Difensore,29,18,0,0,0,0,0.1,0.0,0,27,3,0.0,0.0,0.01,0.0
2223,Lazio,Pedro,ESP,Attaccante,35,36,4,3,4,0,3.4,2.6,64,52,144,0.19,0.14,0.16,0.13
2223,Lazio,Sergej Milinković-Savić,SRB,Centrocampista,27,36,9,8,9,0,6.8,7.1,47,166,129,0.27,0.24,0.2,0.21
2223,Lazio,Toma Bašić,CRO,Centrocampista,25,25,1,0,1,0,1.8,0.4,14,22,29,0.18,0.0,0.32,0.07
2223,Lazio,Ștefan Radu,ROU,Attaccante,35,1,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0
2223,Lecce,Alessandro Tuia,ITA,Difensore,32,7,0,0,0,0,0.1,0.0,1,20,0,0.0,0.0,0.02,0.01
2223,Lecce,Alexis Blin,FRA,Centrocampista,25,35,1,0,1,0,2.8,1.1,13,101,32,0.04,0.0,0.11,0.04
2223,Lecce,Antonino Gallo,ITA,Difensore,22,32,0,1,0,0,0.6,1.9,71,154,65,0.0,0.04,0.02,0.07
2223,Lecce,Assan Ceesay,GAM,Attaccante,28,34,6,0,5,1,5.1,0.8,21,16,111,0.3,0.0,0.25,0.04
2223,Lecce,Federico Baschirotto,ITA,Difensore,25,37,3,0,3,0,1.9,0.7,12,107,12,0.08,0.0,0.05,0.02
2223,Lecce,Federico Di Francesco,ITA,Attaccante,28,36,2,2,2,0,3.3,2.7,50,60,177,0.09,0.09,0.14,0.12
2223,Lecce,Gabriel Strefezza,BRA,Attaccante,25,35,8,4,6,2,6.2,4.3,72,107,177,0.29,0.15,0.23,0.16
2223,Lecce,Giuseppe Pezzella,ITA,Difensore,24,16,0,1,0,0,0.1,0.6,28,65,48,0.0,0.1,0.01,0.05
2223,Lecce,Joan Gonzàlez,ESP,Centrocampista,20,35,1,3,1,0,1.5,1.3,18,71,67,0.04,0.12,0.06,0.05
2223,Lecce,Joel Voelkerling Persson,SWE,Attaccante,19,9,0,0,0,0,0.0,0.0,1,3,10,0.0,0.0,0.04,0.02
2223,Lecce,Kastriot Dermaku,ALB,Difensore,30,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Lecce,Kristijan Bistrović,CRO,Centrocampista,24,11,0,0,0,0,0.3,0.4,4,16,8,0.0,0.0,0.07,0.07
2223,Lecce,Kristoffer Askildsen,NOR,Centrocampista,21,21,0,0,0,0,0.5,0.3,10,24,17,0.0,0.0,0.06,0.04
2223,Lecce,Lameck Banda,ZAM,Attaccante,21,36,2,1,2,0,3.1,1.3,86,28,160,0.11,0.06,0.17,0.07
2223,Lecce,Lorenzo Colombo,ITA,Attaccante,20,33,5,2,4,1,6.2,1.4,14,21,119,0.3,0.12,0.37,0.09
2223,Lecce,Marcin Listkowski,POL,,24,5,0,0,0,0,0.1,0.0,6,1,4,0.0,0.0,0.06,0.0
2223,Lecce,Marin Pongračić,CRO,Difensore,24,9,0,0,0,0,0.0,0.1,3,19,1,0.0,0.0,0.0,0.01
2223,Lecce,Morten Hjulmand,DEN,Centrocampista,23,35,0,4,0,0,0.6,2.1,9,159,16,0.0,0.12,0.02,0.06
2223,Lecce,Pablo Rodríguez,ESP,Attaccante,20,4,0,0,0,0,0.0,0.0,2,3,7,0.0,0.0,0.0,0.04
2223,Lecce,Pietro Ceccaroni,ITA,Difensore,26,2,0,0,0,0,0.1,0.2,0,0,1,0.0,0.0,0.24,0.33
2223,Lecce,Remi Oudin,FRA,Attaccante,25,31,3,0,3,0,2.0,2.3,24,63,54,0.2,0.0,0.14,0.16
2223,Lecce,Samuel Umtiti,FRA,Difensore,28,25,0,0,0,0,0.8,0.1,12,56,2,0.0,0.0,0.03,0.0
2223,Lecce,Simone Romagnoli,ITA,Difensore,32,7,0,0,0,0,0.0,0.0,0,5,0,0.0,0.0,0.01,0.0
2223,Lecce,Tommaso Cassandro,ITA,Difensore,22,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Lecce,Valentin Gendrey,FRA,Difensore,22,37,0,2,0,0,0.6,2.9,47,112,107,0.0,0.06,0.02,0.08
2223,Lecce,Wladimiro Falcone,ITA,Portiere,27,38,0,0,0,0,0.0,0.2,0,0,0,0.0,0.0,0.0,0.01
2223,Lecce,Youssef Maleh,MAR,Centrocampista,23,17,0,1,0,0,0.3,0.3,9,19,19,0.0,0.13,0.04,0.04
2223,Lecce,Yıldırım Mert Çetin,TUR,Difensore,25,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Lecce,Þórir Jóhann Helgason,ISL,Centrocampista,21,12,0,0,0,0,0.1,0.4,2,2,5,0.0,0.0,0.02,0.16
2223,Milan,Alessandro Florenzi,ITA,Difensore,31,6,0,0,0,0,0.8,0.5,1,10,19,0.0,0.0,0.34,0.21
2223,Milan,Alexis Saelemaekers,BEL,,23,30,2,3,2,0,2.5,4.1,52,52,143,0.13,0.19,0.16,0.27
2223,Milan,Ante Rebić,CRO,Attaccante,28,23,3,2,3,0,3.5,2.0,17,29,92,0.28,0.18,0.32,0.19
2223,Milan,Antonio Mirante,ITA,Portiere,39,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Milan,Aster Vranckx,BEL,Centrocampista,19,9,0,0,0,0,0.1,0.3,2,4,5,0.0,0.0,0.02,0.11
2223,Milan,Brahim Díaz,MAR,,22,33,6,7,6,0,6.0,5.6,80,121,116,0.28,0.33,0.28,0.26
2223,Milan,Charles De Ketelaere,BEL,,21,32,0,1,0,0,2.0,2.0,45,59,69,0.0,0.08,0.16,0.16
2223,Milan,Ciprian Tătărușanu,ROU,Portiere,36,16,0,1,0,0,0.0,0.5,0,0,0,0.0,0.06,0.0,0.03
2223,Milan,Davide Calabria,ITA,Difensore,25,25,1,4,1,0,1.2,1.7,26,108,80,0.05,0.21,0.06,0.09
2223,Milan,Divock Origi,BEL,Attaccante,27,27,2,1,2,0,2.1,1.2,24,18,79,0.18,0.09,0.19,0.1
2223,Milan,Fikayo Tomori,ENG,Difensore,24,33,1,1,1,0,1.3,0.8,26,122,10,0.03,0.03,0.04,0.03
2223,Milan,Fodé Ballo-Touré,SEN,Difensore,25,10,1,0,1,0,0.6,0.2,11,25,31,0.17,0.0,0.11,0.04
2223,Milan,Ismaël Bennacer,ALG,Centrocampista,24,28,2,2,2,0,1.0,3.3,30,132,52,0.09,0.09,0.04,0.15
2223,Milan,Junior Messias,BRA,,31,25,5,2,5,0,2.3,0.8,45,54,137,0.3,0.12,0.14,0.05
2223,Milan,Malick Thiaw,GER,Difensore,20,20,0,0,0,0,0.8,0.2,6,67,2,0.0,0.0,0.06,0.01
2223,Milan,Marko Lazetić,SRB,Attaccante,18,1,0,0,0,0,0.1,0.0,0,0,3,0.0,0.0,0.63,0.0
2223,Milan,Matteo Gabbia,ITA,Difensore,22,12,0,0,0,0,0.0,0.0,1,15,1,0.0,0.0,0.01,0.0
2223,Milan,Mike Maignan,FRA,Portiere,27,22,0,1,0,0,0.0,0.0,0,1,0,0.0,0.05,0.0,0.0
2223,Milan,Olivier Giroud,FRA,Attaccante,35,33,13,5,10,3,12.7,4.0,12,36,152,0.55,0.21,0.53,0.17
2223,Milan,Pierre Kalulu,FRA,Difensore,22,34,1,0,1,0,1.5,1.2,52,138,43,0.04,0.0,0.05,0.04
2223,Milan,Rade Krunić,BIH,Centrocampista,28,23,0,1,0,0,1.1,1.1,31,73,21,0.0,0.05,0.06,0.06
2223,Milan,Rafael Leão,POR,Attaccante,23,35,15,8,15,0,10.8,7.0,136,122,235,0.56,0.3,0.4,0.26
2223,Milan,Sandro Tonali,ITA,Centrocampista,22,34,2,7,2,0,2.4,5.7,61,159,86,0.07,0.23,0.08,0.19
2223,Milan,Sergiño Dest,USA,Difensore,21,8,0,0,0,0,0.3,0.3,11,14,12,0.0,0.0,0.08,0.09
2223,Milan,Simon Kjær,DEN,Difensore,33,17,0,0,0,0,0.0,0.0,3,45,1,0.0,0.0,0.0,0.0
2223,Milan,Theo Hernández,FRA,Difensore,24,32,4,3,3,1,4.1,3.3,108,128,146,0.13,0.1,0.13,0.11
2223,Milan,Tiemoué Bakayoko,FRA,Centrocampista,27,3,0,0,0,0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0
2223,Milan,Tommaso Pobega,ITA,Centrocampista,23,19,2,0,2,0,1.4,0.3,8,36,22,0.2,0.0,0.15,0.03
2223,Milan,Yacine Adli,FRA,,22,6,0,0,0,0,0.1,0.3,7,10,8,0.0,0.0,0.05,0.16
2223,Milan,Zlatan Ibrahimović,SWE,Attaccante,40,4,1,0,0,1,1.2,0.2,0,4,10,0.62,0.0,0.72,0.11
2223,Monza,Alessio Cragno,ITA,Portiere,28,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Monza,Andrea Barberis,ITA,Centrocampista,28,9,0,1,0,0,0.1,0.4,3,14,0,0.0,0.27,0.03,0.1
2223,Monza,Andrea Carboni,ITA,Difensore,21,4,0,0,0,0,0.1,0.1,4,9,2,0.0,0.0,0.03,0.07
2223,Monza,Andrea Colpani,ITA,Centrocampista,23,27,4,1,4,0,2.1,1.9,31,51,69,0.38,0.09,0.2,0.18
2223,Monza,Andrea Petagna,ITA,Attaccante,27,31,4,5,3,1,5.7,4.4,23,34,132,0.22,0.27,0.31,0.24
2223,Monza,Andrea Ranocchia,ITA,Difensore,34,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Monza,Armando Izzo,ITA,Difensore,30,30,1,0,1,0,2.1,0.9,22,96,29,0.04,0.0,0.08,0.03
2223,Monza,Carlos Augusto,BRA,Difensore,23,35,6,5,6,0,4.4,3.7,87,101,151,0.18,0.15,0.13,0.11
2223,Monza,Christian Gytkjær,DEN,Attaccante,32,22,1,0,1,0,3.9,0.3,1,6,32,0.16,0.0,0.63,0.05
2223,Monza,Dany Mota,POR,Attaccante,24,29,5,1,5,0,5.1,2.1,66,34,166,0.24,0.05,0.24,0.1
2223,Monza,Filippo Ranocchia,ITA,Centrocampista,21,14,1,0,1,0,1.2,0.4,13,26,15,0.17,0.0,0.21,0.06
2223,Monza,Franco Carboni,ITA,,19,3,0,0,0,0,0.1,0.0,7,2,8,0.0,0.0,0.11,0.06
2223,Monza,Gianluca Caprari,ITA,,29,37,5,2,4,1,5.0,2.5,100,92,188,0.18,0.07,0.18,0.09
2223,Monza,Giulio Donati,ITA,Difensore,32,8,1,0,1,0,0.4,0.1,4,21,8,0.21,0.0,0.08,0.02
2223,Monza,Luca Caldirola,ITA,Difensore,31,31,2,0,2,0,1.1,0.5,12,63,13,0.08,0.0,0.04,0.02
2223,Monza,Luca Marrone,ITA,Difensore,32,2,0,0,0,0,0.1,0.0,0,4,0,0.0,0.0,0.07,0.0
2223,Monza,Marco D'Alessandro,ITA,,31,8,0,0,0,0,0.3,0.2,14,3,19,0.0,0.0,0.1,0.06
2223,Monza,Marlon,BRA,Difensore,26,28,0,0,0,0,0.3,0.3,19,63,12,0.0,0.0,0.01,0.02
2223,Monza,Matteo Pessina,ITA,Centrocampista,25,35,5,3,2,3,5.1,2.1,77,193,88,0.15,0.09,0.16,0.06
2223,Monza,Mattia Valoti,ITA,,28,16,0,0,0,0,0.2,0.1,7,16,9,0.0,0.0,0.03,0.01
2223,Monza,Michele Di Gregorio,ITA,Portiere,25,37,0,1,0,0,0.0,0.0,0,0,0,0.0,0.03,0.0,0.0
2223,Monza,Nicolò Rovella,ITA,Centrocampista,20,25,1,2,1,0,1.2,2.2,26,99,19,0.05,0.1,0.06,0.11
2223,Monza,Pablo Marí,ESP,Difensore,28,30,1,0,1,0,0.6,0.3,6,57,3,0.04,0.0,0.02,0.01
2223,Monza,Patrick Ciurria,ITA,,27,36,6,5,6,0,4.8,5.5,67,91,168,0.2,0.16,0.16,0.18
2223,Monza,Pepín,EQG,Centrocampista,25,25,0,2,0,0,0.5,1.5,19,74,28,0.0,0.16,0.04,0.12
2223,Monza,Salvatore Molina,ITA,Difensore,30,5,0,0,0,0,0.0,0.1,9,7,22,0.0,0.0,0.02,0.04
2223,Monza,Samuele Birindelli,ITA,Difensore,23,31,0,1,0,0,1.1,2.2,55,43,121,0.0,0.06,0.07,0.14
2223,Monza,Samuele Vignato,ITA,,18,5,0,1,0,0,0.1,0.3,4,1,6,0.0,1.45,0.11,0.49
2223,Monza,Stefano Sensi,ITA,Centrocampista,26,28,3,1,3,0,1.4,2.1,27,143,37,0.17,0.06,0.08,0.12
2223,Monza,Valentin Antov,BUL,Difensore,21,9,0,0,0,0,0.0,0.0,2,14,3,0.0,0.0,0.0,0.01
2223,Monza,Warren Bondo,FRA,Centrocampista,18,4,0,0,0,0,0.1,0.0,3,5,2,0.0,0.0,0.09,0.0
2223,Napoli,Adam Ounas,ALG,Attaccante,25,2,0,0,0,0,0.0,0.0,3,4,1,0.0,0.0,0.23,0.0
2223,Napoli,Alessandro Zanoli,ITA,Difensore,21,1,0,0,0,0,0.1,0.0,1,0,2,0.0,0.0,0.47,0.0
2223,Napoli,Alessio Zerbin,ITA,Attaccante,23,10,0,0,0,0,0.3,0.0,5,6,20,0.0,0.0,0.12,0.0
2223,Napoli,Alex Meret,ITA,Portiere,25,34,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Napoli,Amir Rrahmani,KVX,Difensore,28,29,2,1,2,0,1.8,1.0,23,135,5,0.07,0.04,0.07,0.04
2223,Napoli,Andre-Frank Zambo Anguissa,CMR,Centrocampista,26,36,3,5,3,0,4.4,2.6,58,181,140,0.09,0.15,0.13,0.08
2223,Napoli,Bartosz Bereszyński,POL,Difensore,30,3,0,1,0,0,0.0,0.2,8,7,7,0.0,0.54,0.0,0.1
2223,Napoli,Diego Demme,GER,Centrocampista,30,7,0,0,0,0,0.0,0.0,3,16,1,0.0,0.0,0.0,0.01
2223,Napoli,Elif Elmas,MKD,Attaccante,22,36,6,3,5,1,4.0,1.9,42,73,103,0.33,0.17,0.22,0.11
2223,Napoli,Giacomo Raspadori,ITA,Attaccante,22,25,2,2,2,0,3.5,1.3,13,33,88,0.2,0.2,0.35,0.13
2223,Napoli,Gianluca Gaetano,ITA,Centrocampista,22,8,1,1,1,0,1.1,0.2,4,4,9,1.18,1.18,1.42,0.22
2223,Napoli,Giovanni Di Lorenzo,ITA,Difensore,28,37,3,4,3,0,2.7,4.7,73,256,182,0.08,0.11,0.07,0.13
2223,Napoli,Giovanni Simeone,ARG,Attaccante,27,25,4,1,4,0,1.4,1.2,11,9,34,0.89,0.22,0.3,0.26
2223,Napoli,Hirving Lozano,MEX,Attaccante,27,32,3,3,2,1,5.4,3.3,86,49,190,0.17,0.17,0.3,0.19
2223,Napoli,Juan Jesus,BRA,Difensore,31,15,1,0,1,0,0.2,0.1,14,55,3,0.1,0.0,0.02,0.01
2223,Napoli,Karim Zedadka,FRA,Attaccante,22,3,0,0,0,0,0.0,0.0,1,0,4,0.0,0.0,0.0,0.0
2223,Napoli,Khvicha Kvaratskhelia,GEO,Attaccante,21,34,12,10,10,2,8.2,7.7,139,91,291,0.43,0.36,0.29,0.27
2223,Napoli,Kim Min-jae,KOR,Difensore,25,35,2,2,2,0,1.0,1.9,42,169,8,0.06,0.06,0.03,0.06
2223,Napoli,Leo Skiri Østigård,NOR,Difensore,22,7,0,0,0,0,0.1,0.0,5,23,1,0.0,0.0,0.02,0.0
2223,Napoli,Mathías Olivera,URU,Difensore,24,30,2,2,2,0,0.7,2.1,60,88,68,0.11,0.11,0.04,0.12
2223,Napoli,Matteo Politano,ITA,Attaccante,28,27,3,3,1,2,4.1,3.6,81,72,138,0.23,0.23,0.32,0.28
2223,Napoli,Mário Rui,POR,Difensore,31,22,0,6,0,0,0.6,4.0,52,153,97,0.0,0.31,0.03,0.2
2223,Napoli,Pierluigi Gollini,ITA,Portiere,27,4,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Napoli,Piotr Zieliński,POL,Centrocampista,28,37,3,8,3,0,3.5,7.4,62,128,129,0.12,0.31,0.14,0.29
2223,Napoli,Stanislav Lobotka,SVK,Centrocampista,27,38,1,1,1,0,0.6,1.0,51,172,39,0.03,0.03,0.02,0.03
2223,Napoli,Tanguy Ndombele,FRA,Centrocampista,25,30,1,0,1,0,1.0,0.5,27,52,33,0.11,0.0,0.11,0.05
2223,Napoli,Victor Osimhen,NGA,Attaccante,23,32,26,4,24,2,21.3,2.8,43,28,196,0.91,0.14,0.75,0.1
2223,Roma,Andrea Belotti,ITA,Attaccante,28,31,0,2,0,0,3.5,1.6,21,13,94,0.0,0.16,0.27,0.13
2223,Roma,Benjamin Tahirovic,BIH,Centrocampista,19,11,0,0,0,0,0.0,0.2,0,9,3,0.0,0.0,0.0,0.04
2223,Roma,Bryan Cristante,ITA,,27,36,1,1,1,0,2.6,1.4,16,142,27,0.03,0.03,0.08,0.04
2223,Roma,Chris Smalling,ENG,Difensore,32,32,3,1,3,0,1.7,0.4,5,51,7,0.1,0.03,0.05,0.01
2223,Roma,Cristian Volpato,ITA,Centrocampista,18,7,1,1,1,0,0.4,1.2,8,18,24,0.4,0.4,0.14,0.47
2223,Roma,Diego Llorente,ESP,Difensore,28,9,0,0,0,0,0.4,0.1,2,12,3,0.0,0.0,0.06,0.01
2223,Roma,Edoardo Bove,ITA,Centrocampista,20,22,1,0,1,0,0.8,0.9,9,33,26,0.09,0.0,0.07,0.08
2223,Roma,Eldor Shomurodov,UZB,Attaccante,27,6,0,0,0,0,0.6,0.0,3,4,15,0.0,0.0,0.45,0.0
2223,Roma,Filippo Missori,ITA,Difensore,18,3,0,0,0,0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0
2223,Roma,Georginio Wijnaldum,NED,Centrocampista,31,14,2,0,2,0,2.2,0.7,16,18,33,0.23,0.0,0.26,0.08
2223,Roma,Gianluca Mancini,ITA,Difensore,26,35,1,2,1,0,2.3,1.6,17,93,19,0.03,0.06,0.07,0.05
2223,Roma,Jordan Majchrzak,POL,Attaccante,17,1,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0
2223,Roma,Leonardo Spinazzola,ITA,Difensore,29,26,1,4,1,0,1.0,2.0,107,63,87,0.05,0.22,0.06,0.11
2223,Roma,Lorenzo Pellegrini,ITA,Centrocampista,26,32,4,5,2,2,8.0,6.9,58,106,113,0.14,0.18,0.28,0.24
2223,Roma,Marash Kumbulla,ALB,Difensore,22,7,0,0,0,0,0.0,0.1,2,8,1,0.0,0.0,0.01,0.03
2223,Roma,Matías Viña,URU,Difensore,24,3,0,0,0,0,0.0,0.1,2,2,4,0.0,0.0,0.0,0.18
2223,Roma,Mile Svilar,SRB,Portiere,22,3,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Roma,Mohamed Camara,GUI,Centrocampista,25,15,0,0,0,0,0.6,0.4,13,30,14,0.0,0.0,0.08,0.05
2223,Roma,Nemanja Matić,SRB,Centrocampista,33,35,2,2,2,0,1.0,2.6,50,134,17,0.1,0.1,0.05,0.13
